pid,PCC_1,PCC_2,PCC_3,PCC_4,PCC_5,CAF_1,CAF_2,CAF_3,CAF_4,CAF_5,T4_1,T4_2,T4_3,T4_4,T4_5,T8_1,T8_2,T8_3,T8_4,T8_5,Treg_1,Treg_2,Treg_3,Treg_4,Treg_5,B_1,B_2,B_3,B_4,B_5,NEU_1,NEU_2,NEU_3,NEU_4,NEU_5,MO_1,MO_2,MO_3,MO_4,MO_5,MAC_1,MAC_2,MAC_3,MAC_4,MAC_5,DC_1,DC_2,DC_3,DC_4,DC_5
Q3UDF0,24108.38086,30171.57227,26086.18945,26716.19922,26551.90039,33660.00391,26421.51367,31761.6875,21856.60938,26300.75391,20719.82422,22507.72656,21345.49805,23323.29883,24747.83203,46606.77734,20006.36914,25977.62305,24588.14453,34186.63672,36996.37891,33566.19531,15586.47559,28119.72656,19578.37305,41265.08594,20744.97266,53124.83203,24721.88477,27240.58398,51976.85547,20256.06836,30035.58008,41849.16016,39846.24219,17911.54297,20825.85938,22249.66406,19578.89063,28899.12109,43156.07031,41049.69141,64461.42969,44460.69141,35221.29297,47551.92578,46690.68359,32420.08008,38145.99609,17026.3418
Q3UDK1,30694.53125,24957.42578,30783.20508,23904.46484,34150.51953,15077.52148,25661.66992,26496.61719,16296.61621,17547.39844,33918.67578,36193.59766,21901.70508,25462.9375,14878.14063,60533.875,31768.36523,36893.98047,22241.95703,27166.99805,27273.08789,29451.43359,34006.95313,43235.99609,35282.06641,22459.73633,31238.91992,35261.38672,37865.82031,16396.15625,34404.93359,26088.43164,26817.03516,24902.91211,62747.11719,20997.76758,15579.51172,45863.31641,22202.98633,33699.30078,20175.66016,21501.57422,23636.07227,18409.78516,31347.29297,26254.46094,26761.83789,22527.15234,28276.04102,47336.46875
Q3UDP0,28777.61133,23394.0957,34759.83203,18792.69727,34615.10156,24923.81055,19383.68945,28948.27734,23966.37695,49934.48828,33888.73438,32493.65039,30340.13477,41818.35156,21341.2793,39534.41797,32472.26367,30607.44727,40439.8125,15070.8457,30803.92773,17625.61328,34384.94531,21298.81641,19161.34375,32666.80469,25640.35547,45923.32422,34554.10547,19984.11133,37182.8125,17944.09766,19309.28516,19729.7168,36066.84766,48774.32813,21955.45508,46190.20703,26719.87305,22775.03125,48711.91797,62212.22656,70350.45313,103037.1719,60088.67188,58531.57422,61223.39453,93599.64844,71017.95313,64182.16797
Q3UDR8,142937.8594,36302.98047,82520.13281,89955.89063,34818.73047,21338.9668,20219.30469,79929.89063,22915.41406,24381.47461,24500.67773,34876.6875,29775.01172,45123.87109,39390.8125,39108.32031,28470.44336,26559.92188,28624.65625,30700.61914,26924.76563,34330.30078,21743.35742,31303.70508,25836.69727,38646.58594,30018.5293,40905.23438,17340.64648,21135.2832,31475.86523,24672.02539,20894.18555,21528.72461,26266.33398,29318.125,28851.72656,25260.63477,21683.10156,33633.47266,26231.35352,17558.03711,27384.2793,14095.33691,24574.04102,48822.87891,68865.375,27655.91602,42831.03125,37151.63281
Q3UDW8,50916.6875,25795.94531,34920.49609,48529.97266,36818.25781,29956.06836,15914.9873,82479.88281,24308.52539,46119.84766,25033.87891,36303.46094,31817.375,32868.8125,31974.15625,34830.46875,24235.60156,23807.57617,24765.7207,44549.98047,30960.60742,36955.33984,18785.03516,21397.26172,21634.80859,38766.20313,22429.39453,30482.625,31134.60547,39616.03906,52032.0625,22450.72461,58389.94141,55124.76172,43366.80469,23504.50781,43888.33203,41061.00781,39343.45313,39175.62109,59469.34375,56409.60547,96719.14844,62608.48438,42142.5625,20315.24414,19270.02344,63615.19141,27355.91016,29344.74609
Q3UE31,35614.85547,24421.31641,21102.71289,42675.28125,35351.40234,31584.81055,16989.99414,29361.76367,24591.18359,26002.94727,24363.02734,43547.38281,25314.32617,41582.64063,29855.83984,42184.00781,25125.69141,23025.28711,24208.50977,14824.77344,34279.12109,34687.32422,26184.82031,31450.26367,26356.13281,38971.95703,21732.76563,46753.59766,36496.17188,25932.20898,25215.85742,33628.26953,29705.30078,16050.67578,18554.7207,21377.84961,21777.83594,24069.63867,32582.11523,36082.30078,26534.82813,42739.05469,18045.76758,33387.10156,28069.89844,18945.2793,33574.5625,24772.12109,30093.91016,30557.33203
Q3UE37,52638.58594,27602.11133,29760.9043,26502.81836,38407.39453,27292.34766,82987.29688,62565.70703,67280.77344,30752.43359,24747.66992,44994.00391,77540.80469,19977.94336,84964.39844,24021.0957,28948.83203,93703.52344,31533.26172,69070.44531,31982.92969,97856.01563,93733.63281,20226.25586,100184.3125,54006.17188,78477.14844,32099.76172,78519.17969,120580.6328,68888.05469,73375.53906,27374.99414,86698.58594,37060.33984,86712.46094,64583.80078,67478.61719,75359.5,72057.82813,72259.88281,55431.55859,52914.89453,19329.29688,81977.09375,76478.82031,71570.00781,28338.20117,69891.92969,103774.4453
Q3UEB3,114264.6094,106779.3594,18785.33203,21487.89063,129169.9063,135696.6875,154741.4375,134203.2031,154486.5313,146545.375,189804.7813,210534.4375,188336.9844,197477.875,193476.1406,214872.2344,196670.4375,195269.5625,205328.9219,187540.8906,210222.6563,173112,190793.7813,216024.3906,190588.0625,208737.6563,217090.3125,224998.5625,187527.5,199707.7188,115008.9063,121863.375,113919.1953,141392.7188,141627.7031,184127.1875,172232.6406,156423.3594,188080.2031,186681.0313,160069.7969,135072.5469,134725.3125,152993.6406,170923.3438,185090.5156,172773.8438,163071.3281,155550.8125,189618.9219
Q3UFF7,82608.4375,75949.625,22648.49805,80398.86719,36198.74219,15761.16016,19330.30664,33013.44531,45870.38281,20296.19727,35308.24609,43977.37109,31438.56055,48477.51563,28215.32031,32214.7832,27262.41602,27767.10742,28071.81055,18100.5918,16557.94336,32073.16211,35379.90234,40513.52734,33868.44531,25392.86133,17574.80469,30764.26563,22797.1582,24144.77539,22409.93555,30148.36719,15192.48633,27897.5332,30058.48047,19879.3125,15741.78223,33409.75391,16103.50586,23448.76563,21706.82227,21585.58203,19922.34375,25644.60938,25849.66406,17281.72461,16717.34961,47594.66406,24487.99805,36466.99219
Q3UFK8,51882.66016,23476.75977,18946.04492,32107.69727,26782.5957,31036.01367,112478.3125,29233.49609,90731.89844,31592.68164,71076.10156,34162.23828,39745.38281,25604.26172,127838.1328,37438.84766,36073.78906,21908.72656,31374.4707,22863.5,37551.67188,24563.9375,43105.03906,83707.0625,22425.42188,40774.40625,22882.55078,44595.03125,45991.92188,23529.55273,29589.90625,17923.15039,23311.55469,15204.08008,24892.32813,23016.14063,48351.39063,25553.31641,57088.28516,21442.41406,99830.63281,93955.10156,80353.38281,90062.63281,26134.42969,75368.375,94644.78125,97852.91406,74983.83594,21417.36914
Q3UFM5,50271.35156,24815.7832,35874.25,20207.40039,37030.29297,12879.08398,34429.52734,18534.71484,31280.80664,34791.71875,22799.26758,20148.72461,27392.75195,25673.69922,24746,41030.61719,35900.91406,51384.91797,32901.375,44440.5625,26015.99805,16794.05078,20978.70508,22965.6543,36459.56641,62101.41406,32868.20313,26258.19336,23722.02148,27967.62305,29807.36914,29958.22656,18290.8125,22516.625,29965.8125,22092.61133,23789.37305,20522.07813,32510.45117,29614.81641,12630.32617,26359.2168,24062.46484,16389.35156,47829.12891,17347.80078,24286.48828,28579.80859,11490.70898,12512.19043
Q3UFY7,41407.99219,42820.10156,25004.90234,20177.875,34183.62891,20220.83008,42333.70703,25891.78516,58372.76563,20501.15625,66454.5625,90578.84375,67332.11719,89882.30469,60400.01563,84929.02344,75134.57813,74929.92969,78344.86719,61008.66797,69854.42969,63078.69531,59401.49219,86712.80469,62825.64453,81041.94531,66334.5625,33880.37891,24805.5332,53206.22656,39578.11328,29570.45117,19219.36719,25440.62891,24497.06445,20221.71094,47992.89844,46815.69531,52959.23047,19170.12305,40853.99609,32075.66406,19228.39063,19885.64844,35311.02344,34192.35156,32164.50195,24680.99805,34510.82422,22245.76563
Q3UFY8,215648.0156,219939.9063,254041.0938,161355.0313,182781.5781,158368.5469,133920.5,30835.24023,30155.44141,19966.70703,35222.87891,43301.92188,21130.43555,26812.99414,25204.1582,40398.53516,23689.69336,32844.72656,27812.02344,12810.96973,21896.14648,17755.55664,34412.37109,15815.8584,33596.94141,23615.39453,24103.16992,55118.71484,16083.9834,23057.18164,42197.39453,154044.375,105046.4531,19683.25,42710.61328,25999.50977,38611.29688,18264.49805,14398.80566,29815.4082,16250.86426,34449.85547,19385.99609,12591.19531,30288.93555,28713.89844,16608.70898,229173.6719,21137.46289,21492.36719
Q3UGP8,76262.14063,96027.67969,97220.15625,92535.95313,73591.89063,79694.375,65573.17969,101738.6328,76869.28906,83133.67188,36992.56641,43131.88672,19363.82617,40000.83984,37139.82422,36237.07422,29099.07617,25612.15039,21499.44336,15325.7832,42275.23438,35120.27734,38426.56641,27041.47266,33076.02734,43142.52344,51511.26172,59712.11328,50036.98828,48452.81641,28896.59961,55288.65625,51399.1875,41562.30469,38260.32031,39643.85938,41418.39844,60485.07813,20935.25977,25468.61133,42432.83203,17961.16211,53762.67578,39625.44141,31310.90625,43010.11328,40513.09766,76556.71094,48431.84375,32648.04492
Q3UGR5,27339.94727,21989.26758,32052.24414,21909.27734,29115.37305,25538.35547,75332.10938,28255.05664,19837.59375,59452.40234,57350.48438,24343.74219,102768.2109,62700.22266,59606.22656,69504.54688,112674.3281,30854.85547,27786.82813,76898.46094,70737.96094,51110.89063,69978.19531,25808.63477,61231.00391,37402.1875,71338.5625,41319.86719,27468.72852,58926.97656,72685.29688,70994.39063,26543.88086,78897.84375,75051.57813,76039.14063,61926.25,25082.75977,65753.75,73131.875,69146.28125,24295.60938,17913.98242,32351.23242,74742.53906,78821.63281,70581.21094,64993.01563,68632.96875,61225.86328
Q3UH06,27626.62695,29444.25195,30201.4043,33197.46484,28897.0957,24711.55859,27297.97852,30679.25586,24686.20313,16630.70313,26307.13477,32620.06641,25653.7832,35545.02734,41363.375,28414.50781,26420.06445,22203.44141,22969.60156,23675.69727,38544.02344,28822.23633,23018.84961,31813.44141,27184.71094,29887.51172,34938.55078,43181.72656,43765.11719,26331.00391,32824.14844,23721.53516,37376.77734,20648.98438,37306.30469,29519.84766,20831.54492,29396.4668,25492.27539,21075.01367,30618.31445,18579.12109,27296.67773,15985.97949,264376.375,24770.91016,13322.70215,858404.4375,242978.0938,17787.91016
Q3UH60,28382.80078,43011.53516,27063.64648,27733.09961,42216.42188,34227.20313,30120.47852,25601.67383,28716.11914,20093.58008,19173.43164,34723.45703,25162.24023,34010.19141,28282.33984,40322.28125,18433.80078,35047.61719,27530.15234,39350.13672,22761.72656,39897.63672,31403.12695,31741.22266,18581.57617,59120.61719,58862.19141,35308.64063,70305.07813,56171.75781,29228.125,49924.28906,53005.77734,59809.92578,41860.08594,102744.0234,50027.89063,21217.38281,16070.14648,58595.75781,63868.12891,67796.24219,67278.01563,87553.14844,65550.82031,62762.05078,52785.80469,58735.28906,66519.96094,46928.78906
Q3UHA3,20160.02148,42170.92969,29047.55273,20222.21875,41157.58594,30153.0293,26174.17773,17838.86133,17786.81641,33489.08984,30036.61133,41876.5,18822.68555,39249.10547,27715.28516,40825.625,20587.5293,40886.41797,23404.83203,20160.11523,17791.27344,20504.80273,19314.83789,13870.39941,20414.20117,27220.51172,24063.87891,44893.14063,25671.33984,22828.40234,39211.24219,27126.53125,21555.01172,23529.19531,39013.48047,24449.48633,22965.33594,22875.29102,25412.66016,28145.07422,19376.54102,26818.04688,30962.18359,17406.72852,22328.57813,54296.04688,53759.69141,23072.01563,54683.43359,26928.75391
Q3UHB1,81491.80469,86150.25781,77329.40625,88073.14063,78292.99219,65628.85938,18876.92578,64909.80469,82180.77344,51335.58984,27845.5957,27332.35742,19759.91992,18872.20898,21190.38672,33051.21875,29318.43555,27051.51953,17608.95898,20588.83594,36461.76172,24544.00586,22452.43164,21372.66406,12128.85254,25156.81836,21723.11328,35412.80078,20166.93945,27688,28970.29297,20963.64844,28942.05859,22561.29297,40204.08203,35252.03906,17871.61523,16575.26758,27722.6875,21804.26953,19607.69531,44691.20703,15169.35547,21620.42773,25124.47852,23044.70117,10601.22559,54096.71094,16897.1875,34348.03125
Q3UHC2,26933.00781,44238.14844,20208.00195,33160.79297,40343.53125,29625.78125,24682.95508,23992.07031,31349.0957,23040.33008,20132.44141,47033.07422,35877.37891,39783.49609,20876.23828,31533.44922,23558.6875,26465.70313,14824.96973,22705.76172,26473.68164,39207.35547,39163.96875,23256.68359,22198.05469,39172.43359,29656.52539,46296.33984,37832.37109,42394.5625,43990.60156,19484.2793,33647.10156,20631.05469,29687.84961,23717.24023,19400.43164,24149.86719,28498.89453,23699.16992,30234.60352,22593.84375,26980.33594,20180.18164,37210.05469,31913.25781,29894.54688,25726.19336,31732.41211,37900.42969
Q3UHD6,29455.61914,52642.79688,25540.85352,19625.2793,28775.95703,58862.42578,104475.5469,74535.80469,63211.39063,68733.21875,24776.33008,28189.65039,29502.33008,36136.26953,32252.51953,47757.25391,28487.53711,35290.34766,28630.42773,55160.55859,19388.36719,33044.57813,20813.73438,23238.65625,30227.46875,71956.4375,29998.57422,30130.23633,93670.45313,53947.33203,84169.14844,86237.32031,73288.28125,83657.49219,88986.29688,14808.97461,68054.96875,75823.8125,83124.33594,73837.57813,103816.7109,105211.4297,95466.40625,102628.0859,77648.9375,75754.77344,76240.77344,83804.5,66710.89063,68732.49219
Q3UHD9,30440.33789,31489.24609,27528.67773,23463.82031,44700.45313,20110.96094,29106.59961,31861.08789,28913.50977,24485.92773,59247.80469,45818.5,60659.41406,37058.60156,56776.67188,83362.49219,58599.24609,44734.71484,27286.05273,30208.39258,20339.79297,50011.92188,58485.81641,47301.90234,54570.48047,22267.64453,41849.24219,44952.29297,29789.16797,38663.78125,28693.46289,21119.4043,38840.74219,25146.27734,24825.9082,52765.88281,16162.24512,31183.56445,16413.48438,40326.46875,20754.32617,20076.3457,16793.62891,27495.01563,23477.47461,17774.20508,21497.69531,21618.01172,16242.14355,26764.2793
Q3UHH1,34600.52734,27408.11133,25505.52539,31837.86719,23888.24219,44482.15234,45609.71875,56505.74609,26340.91016,15125.1084,26383.39648,32712.68164,30554.84766,30710.17969,38792.34766,26812.46289,19231.22461,27767.89844,24653.52148,17846.90625,38546.44531,25926.5,27674.51563,34001.80469,18308.65625,26295.08594,25495.00586,16731.86523,24926.99023,21109.66211,23543.11914,18654.05273,22051.93164,34060.31641,23702.17773,18216.33984,30322.66992,24696.59961,21255.32813,19124.20508,18212.86133,20583.33789,19520.5293,30252.87695,25905.85742,25973.16016,28517.7207,33188.33594,31511.90234,16315.09082
Q3UHJ0,29811.50586,27313.64453,31462.44727,24232.52734,27417.00781,64319.14063,68410.65625,66676.85938,66891.41406,69494.35156,91407.70313,107337.4453,86304.60938,89482.73438,84323.85156,98430.82031,85456.58594,94230.01563,86959.17188,84572.38281,82855.96094,85436.8125,80551.4375,79915.625,75634.6875,33295.10938,68706.96094,33336.73438,61500.67969,51633.82031,58967.1875,57664.71094,56393.42578,67922.92188,33026.36719,64592.42578,77186.60938,45170.84375,73837.67969,32926.98438,59838.71484,62225.10156,54150.84375,74717.64063,43075.72656,50125.60938,49311.05469,49820.34375,53935.95703,56069.92578
Q3UHN9,47086.48828,19602.33008,24752.03711,32434.91406,33536.51953,34143.29688,26009.61719,26239.86914,25960.45703,31154.47266,45493.48828,26647.92383,28312.99805,29657.23047,24709.30469,24028.94141,34306.48047,23955.08398,39023.28125,27838.60156,37415.51563,23607.76367,20192.93945,33487.96094,17606.70117,22208.59375,30302.99414,31689.39844,27648.58594,15858.65625,42849.15234,26467.57422,25809.2832,33278.21094,19366.49023,39415.84375,27344.51953,25113.13672,22471.67578,33196.63281,21864.2832,26279.09961,27173.82227,26471.84375,32111.47656,24674.06445,34392.85547,37875.43359,33685.40234,27401.73438
Q3UHQ6,42645.39063,26018.50781,50526.78125,28872.92383,61882.58594,29928.73438,23325.32031,22134.35938,25346.57617,75965.69531,28963.72461,19794.75977,34946.91406,29816.74805,15965.14355,35176.15625,24915.08008,29213,36435.01563,23082.9082,25900.70313,30058.20313,18105.29492,37243.99219,25080.60547,28702.03711,25669.13477,45214.87891,36116.1875,25365.75195,42348.03906,17346.67773,56519.11719,37629.44531,36845.57422,17256.0625,21852.23242,32571.06836,16588.68555,29231.29297,18609.32031,32417.38086,40361.72266,34580.86328,33794.375,25815,14691.27832,25272.27539,16295.22656,21526.91797
Q3UHX0,37007.14453,35343.32031,29662.62305,38493.71094,30324.51563,19051.97852,15309.21777,30751.23438,34277.24219,26943.30078,30889.60938,50269.45703,30971.98828,32548.31836,22983.83203,33127.97266,44125.58984,60359.34375,42494.05078,34037.83203,33288.44141,22638.81445,26134.81055,25353.14453,24370.45313,29448.43555,27631.11914,27773.69922,43059.98438,20169.79297,34852.99609,21370.62891,31572.30664,24402.0332,40222.34766,19991.60352,30571.51563,25617.56836,22914.67188,19408.69141,19197.52734,26193.92773,28104.69336,36524.84375,42754.65234,14090.49316,18188.64063,27882.08398,26253.85352,33587.57031
Q3UHX2,25296.87891,20644.2207,30149.94141,36335.22656,48902.625,147833.5781,119447.2813,92421.14844,95847.95313,98147.28125,160961.0781,157502.0156,139039.9844,143951.3125,121126.1094,160471.5313,135011.6719,167118.4531,153556.5781,128475.8828,149647.2188,181870.1719,164768.1719,154849.0781,132912.2813,114112.1328,27168.03906,113191.9688,18075.54297,110298.2969,118814.2891,98185.30469,84368.01563,111615.7344,141160.3594,159565.0156,140735.3125,108801.7578,152153.2969,145932.4844,128344.9844,129647.4063,111058.8906,115366.3281,128185.25,112668.2188,134798.3594,106060.9688,127854.5313,141394.5938
Q3UI43,22398.13281,22729.63867,28277.36719,29479.46289,30812.46094,25923.79297,48728.4375,25275.13281,60334.37109,34815.25391,25524.63477,33571.56641,27248.29102,105542.4453,39770.58594,42878.36719,52322.375,47636.9375,53816.65234,46704.94531,42478.77344,38481.26953,54090.05859,114555.6328,39422.48828,68498.99219,61228.53516,59076.04297,66253.49219,64111.39453,19194.15234,46766.82422,18858.08008,59990.32422,27645.00391,46034.23047,60793.8125,54194.74609,55754.10547,27260.84766,55018.42578,83127.63281,55961.0625,16656.04102,75035.10938,29800.88672,58527.39453,32830.96484,68362.5625,58450.14453
Q3UIA2,42448.76563,23854.85156,29996.94727,29597.125,38489.76563,28306.35547,57403.73438,52457.16016,49407.53516,47232.50781,64828.20313,47524.30469,59825.54297,41262.38281,53797.48047,77063.33594,40164.79688,60144.98438,50038.14453,59889.28906,61115.79297,91760.41406,63029.26172,49238.22266,53511.1875,112407.8516,111931.8203,94849.96094,117618.6797,150971.0781,64299.07422,53706.58984,39541.94531,67056.90625,60419.46094,97882.80469,78321.67188,62979.11719,71004.34375,83707.5,69744.33594,71103.07031,71368.375,82038.67188,92338.10156,81075.59375,93075.44531,67360.60938,79926.61719,105214.625
Q3UIR3,22927.2168,21020.83594,28366.82031,24904.42578,35724.35547,50226.77344,18496.88281,49139.11328,16338.80176,66196.40625,63614.43359,32131.75391,30125.875,21876.00781,90836.55469,20511.22852,42352.51563,64415.68359,25916.25391,67974.48438,40336.09375,40024.35156,17236.67188,62076.66406,82633.23438,22930.6875,24763.21484,40108.46875,66076.44531,23742.63672,23354.0625,26313.42969,26686.01758,19601.28125,27558.79297,94166.13281,87181.33594,70286.11719,22600.50586,110545.5938,65700.65625,53615.88672,79313.25,61174.28125,73659.92969,117128.7813,82980.16406,88175.89844,86969.63281,98369.54688
Q3UIU2,440172.4375,251403.5938,310386.7813,334595.9063,217211.4531,237012.3594,238279.4688,280580.0625,249584.1563,229451.9844,228125.0156,202455.1875,199972.9844,218708.7344,163278.2031,148650.8438,165880.2656,211505.5781,174499.4219,164094.0469,235133.5,149037.3281,189240.2656,171744.6875,131525.75,159903.3281,150625.3906,219670.2344,180908.5313,174993.8281,205856.5,177955.4219,300531.9375,170020.7031,43284.89453,200955.7031,177464.625,240058.4063,202870.75,180792.0938,241836.5469,156537.5625,225948.2813,169521.9844,169501.3594,216631,209323.8125,322696.4063,212441.5938,191101.25
Q3UJB9,54926.01563,73431.14063,94578.48438,79735.26563,102340.9844,92244.02344,72710.96094,78277.67969,70895.53125,67884.14063,71598.6875,72834.00781,67456.94531,62046.83984,72703.55469,86502.6875,66955.5625,79206.26563,58798.02734,71598.30469,60101.30469,67906.22656,67419.76563,65514.25781,66411.69531,69095.64844,70070.125,68919.84375,69659.55469,78632.10156,53907.33594,78619.3125,56768.56641,55338.71484,63637.60938,70383.9375,73030.13281,72370.6875,51471.37109,64897.53516,74213.19531,73090.89063,62736.25,84594.74219,68923.125,66042.82031,64718.80469,78242.5,64444.39063,61330.04688
Q3UJD6,31706.64258,41587.55859,29448.8457,33703.39844,38616.09375,61929.19531,42720.58203,49769.62109,40183.49219,48069.95703,47123.73047,38092.44922,53361.09766,28604.11523,49156.20313,26593.47852,46553.69531,40270.3125,37836.57422,45922.32031,46520.13281,49868.41797,46745.59375,30267.89844,56618.625,45896.16016,22366.81055,25241.38867,37986.21094,50607.77344,50200.75,19769.03906,40062.76172,48195.15625,54764.46484,45498.99219,52022.8125,52356.69531,37698.13672,63492.8125,47579.62891,52699.58594,41668.16016,17406.98242,52084.88672,50367.57813,51766.21875,53944.80078,51045.58984,58519.61719
Q3UJU9,35815.91406,26021.05469,22887.19531,39526.57813,38334.01172,144823.875,142397.2813,24045.02148,23214.98242,125304.0781,19513.43359,40798.10547,50255.26953,42928.90625,24334.39453,33698.32031,28242.52734,41303.75391,29431.75781,23336.73242,23031.26953,32329.83203,27889.93555,33109.80078,28017.91797,35204.90625,24050.98242,21853.25781,38955.19141,27844.39844,22645.95313,24262.25977,32471.61914,26351.83008,24815.66992,42854.10938,14209.1416,29184.43359,15792.75977,29150.28906,209731.0156,24045.84766,23622.04688,108836.4297,36346.61328,131281.3281,151791.8438,26774.0293,111181.7031,22782.72461
Q3UKC1,30140.55469,30265.97852,24469.30859,28475.65625,25006.25781,24914.65039,18877.71094,38712.16797,18253.96094,25690.18359,26963.06055,38787.39844,33239.55859,17399.53906,22132.80859,41381.64453,23865.33984,15960.85938,15191.87402,20909.4668,56737.09375,24815.68555,30192.08203,41408.01953,21746.1875,33909.75391,29737.08984,26153.7168,33961.125,36691.89063,25230.5293,22298.8418,34480.86328,24481.73438,27321.98828,22935.70508,44807.66797,23001.73828,29286.10547,33794.77734,20830.95313,25940.25,22152.67188,16537.60938,33277.04297,34196.98828,33553.88281,43359.35156,31956.80859,45694.63672
Q3UKJ7,75084.22656,68083.04688,20945.62891,41141.59375,86153.44531,70127.11719,70728.23438,65041.15234,68213.41406,87021.04688,92215.61719,109093.5781,96362.92188,113094.4453,106158.0469,89590.69531,101296.9375,107395.0703,104637.5547,97250.23438,91772.78906,84509.67969,83877.54688,107090.6641,93647.79688,105071.5859,106865.6484,130430.6797,101779.2656,118044.7422,79987.50781,79524.82031,81270.48438,79863.34375,85323.14844,87955.96094,102297.5547,95009.97656,97802.85938,94706.73438,65019.65625,67741.14844,71404.23438,70656.92969,88790.28125,66433.65625,85582.42188,72643.79688,77432.52344,95943.42188
Q3UL36,30211.18945,21918.95508,29916.17383,29073.83203,31966.37891,30469.1875,31157.99414,26474.48633,45546.57031,54908.15625,19078.79883,77567.875,53118.125,55430.05859,46984.66016,52068.43359,70047.42969,40883.44531,52962.90625,47309.31641,41182.59766,38261.30469,36371.15234,73331.99219,55083.64063,29288.2168,53784.10938,31032.38281,25099.96094,54050.20703,29751.99219,46750.13672,42849.49219,45977.26953,43463.08984,41158.07813,59874.44531,57267.55469,59875.82813,64780.95313,30510.66602,68855.64063,35796.71484,53638.57422,62481.80469,31487.91406,59665.71094,43427.67969,49835.89063,57407.52734
Q3ULD5,132132.7969,134031.375,104431.0781,134658.5313,113109.0938,63122.45313,94961.5,89851.65625,76379.28906,121846.2969,63716.36328,57389.31641,49270.64844,62233.82031,60692.10156,34060.60938,47754.78906,54664.49609,48794.87109,51416.99609,38343.08594,46763.60938,64637.91406,57993.27344,16542.45313,50178.25391,24902.59766,61803.19531,46072.73828,63625.32813,58271.17969,61416.21484,82905.49219,47237.97266,70947.00781,54387.46484,39886.08594,71301.60156,55126.14844,71110.3125,56925.87109,65640.3125,79009.21875,68816.32031,51592.64063,52135.86719,55691.19141,94540.72656,54562.00391,52523.08594
Q3ULF4,49421.48438,47444.82813,44209.5,44735.45313,33881.83594,22170.76367,22209.16602,30986.38477,23586.18945,35649.22266,24354.94531,35418.25391,25956.64844,34274.95313,18756.37109,32709.48047,34418.55859,39923.30469,38748.49609,20692.3125,33821.10547,16485.15234,34899.86328,32844.07422,39590.98438,30470.85938,26219.94727,43313.11719,28038.50195,18134.08984,26889.42383,32919.78125,35000.66406,23164.99219,62974.83203,22084.97461,17522.55664,37328.65625,25193.03125,31878.70117,21110.37305,14639.32715,28668.17188,38224.19531,24427.0957,23979.67188,18805.08789,38298.375,22597.83203,18172.82617
Q3ULJ0,86481.19531,99723.38281,127740.3125,77937.21875,84494.59375,104632.2969,98266.07813,86376.98438,97767.04688,78435.65625,112810.7109,117091.7813,115216.3438,118814.9219,92871.16406,121000.4688,114559.4141,129199.2813,131728.8438,104091.7188,93109.91406,108096.1953,106993.1563,94158.03906,90133.86719,262023.0781,237620.0938,152431.3594,246262.2188,211639.8438,213210.875,165497.1406,138733.3281,200241.5,202690.0625,140870.0938,103191.0781,107846.9609,107550.375,105043.9531,140291.7031,132944.625,122363.0391,168419.0938,113083.6797,158729.5,148486.8438,157974.1563,157545.5469,128032.1406
Q3ULW8,26840.88867,23126.48242,27814.76172,22211.23633,40692.60547,105776.5625,151922.5469,108902.7813,120196.0938,90369.88281,150954.3125,140325.2813,128316.6563,139964.7188,109550.1484,95058.35156,149024.5156,130773.4219,131623.5156,97835.45313,149967.2813,158652.9219,161692.0156,140967.1563,109953.3828,126667.0469,122916.4219,90168.3125,143088.3594,130247.1641,31003.45117,23380.76953,40071.02344,28786.80078,43801.78906,99739.60156,104133.8359,22120.625,106548.6484,66835.36719,83215.71094,96119.51563,96376.55469,112594.9609,66753.77344,95149.63281,95429.8125,110124.7578,101639.8203,87770.33594
Q3UM18,44861.78516,30960.95508,28039.24414,28081.44336,35924.98438,25179.87891,26765.35742,24288.78516,20612.78906,60533.79688,26785.14648,30976.32813,31189.56445,35422,20916.58594,29058.19141,35714.29688,20879.79883,22749.60156,25826.17969,27552.54492,21065.94727,19207.28906,22216.875,23848.51172,32198.66602,39331.98438,25987.27539,20128.76953,28880.73047,34116.62891,26227.60938,36297.96875,25956.25391,26608.58203,21688.50586,16914.44336,25927.35742,17501.85938,31505.00781,24844.52344,21816.66797,19488.13086,26525.375,28926.60547,17098.90039,21445.33594,32173.47656,15133.30957,32067.54492
Q3UM29,36058.50391,49698.05078,63229.07031,50882.87109,40542.19531,51653.38281,46806.9375,57210.19531,51424.84766,41280.08984,22111.7207,28305.08398,21127.71289,41246.05078,27588.13867,31286.26563,22923.65625,21802.39453,30902.41602,38170.61328,30344.08594,32322.97266,20489.92383,22308.92578,23198.64453,37621.21484,25752.77148,44671.41797,28338.12695,36975.18359,27219.25391,76007.58594,32497.94727,21158.86523,18718.74219,28771.41211,39396.69922,27328.23828,28536.55859,32477.37305,18661.14453,33720.11328,28863.76367,22307.12695,44852.97656,45706.20703,36661.53906,43390.94922,29225.80664,35276.91406
