pid,PCC_1,PCC_2,PCC_3,PCC_4,PCC_5,CAF_1,CAF_2,CAF_3,CAF_4,CAF_5,T4_1,T4_2,T4_3,T4_4,T4_5,T8_1,T8_2,T8_3,T8_4,T8_5,Treg_1,Treg_2,Treg_3,Treg_4,Treg_5,B_1,B_2,B_3,B_4,B_5,NEU_1,NEU_2,NEU_3,NEU_4,NEU_5,MO_1,MO_2,MO_3,MO_4,MO_5,MAC_1,MAC_2,MAC_3,MAC_4,MAC_5,DC_1,DC_2,DC_3,DC_4,DC_5
A2RSY6,29629.0332,18549.14063,25630.74805,20215.99023,38790.09375,44552.07031,25460.56445,22884.82031,23452.12891,20630.27734,28443.63672,39335.07813,33218.16406,24708.0625,37500.47266,38290.93359,18077.98047,16937.50391,19906.98047,34825.38281,23455.89648,29684.41406,32572.44727,24026.44727,39626.46484,36820.74219,42765.36719,25295.32422,23978.83203,25190.51563,31831.78516,25643.66016,42753.26953,25376.9043,50199.82031,30617.12109,21625.55859,22151.04688,18362.88281,24089.86914,37261.44922,16845.46289,24640.06445,16040.53613,25879.65234,26574.60352,19262.59961,24552.31445,30141.13281,31444.65039
A2RT67,33010.82422,34431.82422,20980.14648,32272.69336,55871.61328,22002.6582,22704.20117,21918.60742,26938.58203,19105.67969,32985.65234,31286.94727,22143.65234,27437.47852,14094.11621,32705.13477,17342.43555,41512.33203,30775.55469,34151.91797,33820.41016,23417.73828,21816.29297,37376.43359,17968.94141,35498.04297,34724.90234,24544.49414,23591.52344,35075.82422,31322.4375,22404.12891,24740.97852,35568.88281,27238.20703,29057.13477,21215.72852,35493.18359,15003.44141,23325.53516,21616.81055,16838.98242,33851.05469,19760.625,24528.82422,26371.15625,14905.64453,25555.24219,18331.77539,22809.08008
A3KGB4,49817.01953,24229.98047,44339.5625,41517.07813,48435.20313,54462.875,15198.24219,58595.41016,41568.18359,35655.84375,23170.38281,23138.69922,21766.4082,21091.47266,24022.92188,40268.66406,19269.74414,18402.86328,23673.96094,32082.53516,24311.64258,23827.53906,36607.53516,23237.61328,23125.91602,23854.96094,34076.46484,34542.23047,22886.42383,33994.52344,36909.32031,40924.83984,17791.01563,18476.64453,32684.2793,26782.73828,20573.67969,21946.89258,26775.56836,32235.0625,17427.0625,20304.51758,34548.05469,19813.06055,16046.52832,16815.92383,17301.85352,30923.70898,55962.98438,27487.81836
A3KGF7,34352.61719,24016.9668,34936.07813,28570.45898,31599.80469,27585.34766,26759.20117,30872.91211,23477.11719,23166.81445,35917.67188,30375.49414,32337.22852,22768.24219,19058.54297,21468.98047,32293.90625,26706.33008,40848.97266,15949.05762,38033.89844,22912.06641,20696.34766,25367.83008,21043.55273,36274.07813,18177.34375,30579.29688,28562.86719,26349.16602,89912.49219,68097.35938,81112.04688,86836.01563,81167.29688,30369.26953,40178.3125,14858.87598,16838.7832,31532.25977,38249.85156,43855.00781,25177.39844,45791.76172,51891.85156,58978.41406,62545.40234,50520.03516,60570.26172,53550.64063
A3KGS3,29265.5918,30621.77539,41107.66406,36189.21875,16306.59473,20259.16016,25023.10742,36441.71094,29082.69336,24278.78516,36413.875,32632.4668,35396.81641,23548.95703,23530.08203,30225.03125,17387.8457,22004.95703,22882.80859,18477.97656,31383.18359,47960.35938,35054.42969,18285.10742,18615.43555,29802.30469,18431.17969,30522.18555,18242.10352,18514.75391,44520.92188,24429.77734,32561.53125,19134.15625,37218.49219,29235.23633,34000.03125,22586.0332,22885.30469,24273.58398,28272.88086,37833.64453,20375.48242,19852.10352,15321.0625,19179.02148,10281.5166,29883.32422,10527.52246,20428.06445
A3KMP2,34812.30859,21731.21484,26360.38477,23033.20313,39227.1875,77773.14844,96569.27344,28368.50781,83695.4375,72878.41406,132930.2031,142028.5938,123388.2578,127194.4766,134962.0625,137243.625,114407,121209.8906,129446.8516,123260.1094,132646.5156,123010.8672,122661.3906,128836.9844,115811.3281,138677.2188,120942.5703,50816.01563,118546.4531,124004.2969,43363.99609,19125.5957,25154.24219,73790.14844,81657.67188,90677.33594,90813.26563,72039.25,96685.39844,98518.17969,82583.97656,78435.03125,54168.88672,99617.4375,93565.625,98115.10938,112754.7969,112566.0859,104671.1797,102125.5391
A6H584,33026.51953,20220.96289,24802.48438,26389.0293,37650.32422,29382.22656,67290.91406,26227.36719,31659.72852,95972.09375,28179.94336,46786.67578,24218.76953,29884.05469,23500.7793,30294.32031,27144.63086,33177.01953,17747.67188,33713.02734,23850.86133,33880.71484,25558.41797,36901.78516,27473.74023,36778.46094,26009.7207,52624.21875,32987.98438,28118.16602,24844.44141,19553.24219,27936.15625,16596.56055,41049.12109,26716.88867,30569.37305,30685.19922,25379.01758,29661.17188,19804.38086,19167.12109,16325.8252,27871.06445,24006.18945,21001.47266,15143.7168,28582.84961,21381.26953,32612.65039
A6H5X4,40631.83203,34006.54688,21641.00195,24107.00977,26508.98633,42514.87109,23920.99805,22091.0332,18998.99414,30558.78711,27433.86914,37091.63672,26599.50781,31973.66992,34340.3125,19871.78516,33516.30859,16488.28125,24822.37891,20823.4375,26492.72852,26778.9668,30544.64844,16215.61328,25090.75391,31879.56445,34591.95313,44573.13281,43255.49219,19351.81055,27195.0625,23296.58008,20409.25,35565.40625,24183.22266,29391.6875,23838.53516,31195.54492,18727.62891,23329.85352,20203.55273,15337.68164,46245.65625,26089.12109,26510.58008,23941.26367,17690.29102,35242.92969,13068.88281,17515.65625
A6H5Y3,33904.48828,21975.17188,20262.05469,17205.91211,36541.55469,27272.13086,58874.33594,26537.23047,18903.52344,18830.05273,61496.49219,29075.02344,17372.09375,42665.41016,18933.83789,36842.3125,116292.1719,57677.0625,27094.65039,134682.5781,86965.60938,20270.99023,26996.625,30937.83594,124634.9453,60388.55859,24021.85742,45021.43359,52948.02734,27436.26172,25830.99414,27595.17773,32012.30859,32918.49609,36638.57031,18366.20898,126928.8906,19211.00977,24874.36719,32237.78906,135412.2656,122927.6328,89356.83594,135071.2969,18111.23242,97887.85156,81365.41406,126942.9844,116830.2969,72376.14063
A6H5Z3,25765.78125,25249.58203,29445.41797,29844.51367,41087.04688,56196.04688,29013.58594,41838.48047,39267.24609,44459.86719,33609.13281,30823.50195,33423.82422,35415.65625,26002.10547,31393.95313,22216.06641,23409.59766,31920.30469,25774.74023,29514.38477,35177.15625,38817.79297,36985.9375,30277.16406,27647.54492,37829.79688,35180.31641,37591.43359,25758.21875,32474.17383,23836.78711,29744.38281,20650.13086,36109.69531,32100.7793,23296.19531,19402.56055,17910.42969,25829.71289,33432.55469,40480.03906,40925.16406,38148.11328,26856.29492,29117.33789,21392.04297,38395.96875,15975.69043,14883.71777
A6H611,80711.01563,79130.27344,50491.98828,74204.5625,35777.69531,37360.08203,20131.23047,16047.72656,52375.49219,40738.68359,33814.75781,37756.96875,21891.0957,24494.84766,16802.74609,26738.91992,20537.99609,30586.06836,34674.53125,31045.18555,22554.41992,38420.82422,27413.74609,26594.16406,45050.01563,33823.89844,28307.77734,43790.29297,30141.49219,24471.31445,28765.61133,19303.75977,100200.6016,30468.78516,35105.44531,23105.37891,20073.40039,23219.06445,14045.32617,35006.30859,54252.09375,51482.87109,21379.67188,31512.50586,29556.69336,43341.5,19975.46094,49343.49609,49146.35938,60956.82813
A6H630,35362.83203,29999.36719,26260.06836,28872.36914,25615.74023,34726.94531,20887.67969,22653.94922,35469.63672,32571.52148,30585.9082,48052.57813,35249.29297,37661.99609,77060.28125,26488.99805,27631.94141,40760.55469,108431.5547,19836.83398,25592.34961,77823.54688,77922.28125,22063.96289,17734.23242,112572.3359,105801.4609,34847.12109,44924.25391,73114.375,35826,86935.03125,94419.69531,87552.34375,33451.60938,21983.20703,87266.78906,20875.50586,16503.14258,33493.62891,63988.69531,61118.21875,21585.72461,82173.0625,33538.64844,16079.06152,16230.9707,23033.12695,12331.83887,18809.57617
A6H6A9,24165.03906,27490.12695,28751.42969,29252.40234,29491.74219,32606.95898,31303.56055,31100.19336,16454.92969,24582.16406,30875.0332,36607.84766,31359.93555,21920.91016,18817.07422,34147.04297,29571.66211,36939.29688,29541.55469,14497.38867,66292.57031,82228.92188,91718.32813,56984.03906,87235.0625,20159.47656,25780.07422,40338.22656,33943.10156,30747.73828,48981.63281,23882.35156,33746.76172,22167.74414,34133.91016,17238.36914,22867.23438,18981.7207,17798.82617,25173.6543,16103.08008,20846.16211,24643.55078,21906.81641,32289.29492,23222.88672,15258.70117,16520.03906,20087.52344,18911.87109
A6H8H2,53054.1875,20957.84375,69201.78906,48066.39844,67656.03125,48786.13281,65368.34375,56307.9375,61726.03125,60761.02734,35058.39063,34285.375,26007.05664,23196.92578,47900.76172,30089.19531,49358.24219,61433.51563,15807.75879,71540.02344,37822.79297,25976.95313,46313.54297,36706.91016,36079.98828,38915.16797,32160.48438,29518.79492,42121.75781,47335.18359,40147.01172,53942.73438,57839.86328,42535.5625,35402.96875,49132.68359,67524.39844,17403.51953,49296.875,27375.30078,43626.81641,58243.29688,78515.4375,41205.11719,58941.66016,44762.51953,46956.12891,44547.56641,54350.19531,45474.03516
A6PWY4,40891.90234,30149.20313,31357.30469,22254.50195,33393.39453,15718.92676,30115.50195,41863.21484,26209.44531,15743,83603.64844,48813.74609,122903.2578,21569.55078,34447.21484,261082.1719,36324.89844,123915.6328,21220.00586,19050.89648,25319.0293,116843.2734,163077.5781,21801.35742,133638.9219,41910.00781,24934.19141,49599.65625,23620.8125,30319.86523,50926.61719,24231.42188,27090.67383,27424.05859,28840.41797,22525.18555,22557.23633,24721.01758,74229.08594,29622.12109,25154.83984,13048.39844,25654.71484,17673.27148,21739.00195,10786.2793,14103.29688,24435.55859,13568.50293,20445.0332
A6X8Z5,24986.95898,24699.06445,18481.75,28485.42773,39742.125,21027.71484,32494.57422,34363.56641,29214.71875,37273.10156,23374.2168,46588.88281,27363.84961,35237.75781,21207.24609,27090.58398,15859.56836,764298.9375,27273.62891,30000.57617,48259.65234,19406.57617,37318.09375,26665.08594,23994.17969,38947.69531,33880.08984,53424.80469,29165.86133,45137.62109,24892.69141,24151.24023,41639.63281,25168.97852,638960.8125,19589.93359,18417.55273,716041.75,13997.62891,23408.54492,25153.56055,24613.66016,30182.04492,24198.36719,874032.625,657547,1037535.875,21259.71289,14168.22949,924556.125
A6X919,30836.85156,25572.19141,24237.25195,24154.5293,40766.21484,52332.02344,55739.25391,57885.07422,63127.16797,70483.39063,37717.13281,24738.24805,32313.33789,27654.47266,22234.59375,32584.0332,15830.16797,16114.76172,15617.06543,22101.25781,45964.75,27108.58789,21445.51953,19981.58789,25223.80859,23916.65039,33579.04297,30818.04102,35846.82031,33448.91016,17259.79297,30550.78711,24444.21875,21126.91602,29688.81055,21403.11719,51083.83594,49754.81641,49949.80859,64463.30469,24582.39063,57326.90625,28734.78516,39047.56641,73764.69531,52658.5625,56898.93359,63187.70313,59072.09766,65558.875
A6X935,204167.9219,337064.0625,429515.5625,248590.625,291500.5625,256501.7031,228797.375,329241.5313,293483.125,223074.7969,230761.9375,296833.5313,125930.5156,505798.125,233862.7188,188070,309881.25,238302.7813,424080.6875,259116.625,333772.375,219002.7031,268867.375,847012.8125,282032,144364.125,303319.7188,536386.4375,231080.3594,396596.125,233930.75,287224.4063,436474.6875,308218.7188,267146.7813,269085.375,283161.7813,371668.875,300836.8438,167780.1563,291766.2188,194639.6406,301006.7188,122641.6094,206112.4844,203577.9063,200362,193570.2969,226415.6719,184664.7344
A8C756,27766.77734,29260.42773,30284.9707,31300.62109,29447.54102,23158.11719,20650.56641,21876.10742,26122.7207,29525.13672,30211.18945,24264.15234,36381.51563,28908.96094,25386.14844,33707.23047,45127.41797,25149.1543,32965.99219,31864.20508,25461.6582,25574.20313,17399.55078,20693.91211,25706.20313,27293.48438,30529.8125,34536.95703,23548.19336,27081.70313,25734.49414,25348.11719,28435.64648,17498.06445,33211.33594,16064.4541,15788.41797,23305.11328,21011.41602,30895.49023,17690.72266,16553.90625,34104.85938,41045.78516,30332.41406,22348.85352,22921.95898,31458.03906,28281.79688,32126.01953
A8E0Y8,37375.69141,26252.34375,23668.9375,32524.08008,29695.38672,27486.54688,20585.35156,35999.55859,53115.73828,19780.71094,37391.03906,41573.48828,34338.85938,40128.96875,23590.25977,40978.38672,23760.18945,16210.70508,40502.28125,42043.19922,47081.60156,35710.57031,35548.55078,26377.08398,24583.2207,24425.04492,24021.28711,32629.49023,41745.65625,17883.63477,85463.14063,55781.82813,63224.80469,91343.4375,63981.71875,20140.08203,26097.50391,37045.78906,33418.16797,25850.63867,58748.68359,37947.71094,30785.36328,40097.97266,23815.71289,20342.14648,28496.20117,27138.17188,25952.41016,23968.95898
B1AR13,68473.54688,75180.78125,57638.75781,76385.34375,35223.34375,46033.37891,46375.76172,51412.64453,21086.2168,35866.01953,42704.20703,59818.94141,23547.53906,34083.26953,41517.90234,24421.42969,28444.29492,24582.57031,25243.20703,22970.74023,36380.16797,23819.27148,29080.26953,26489.82227,28248.57617,23895.34766,29624.60742,34777.92188,28019.32617,39667.53125,23320.89453,52615.58984,33064.92188,22851.66992,44443.38281,21539.2168,34060.27344,31550.65039,34387.37891,29142.98633,12632.36328,20349.65234,13414.43164,15321.63965,36047.99609,11570.93262,23418.01563,35433.05469,15951.83008,14352.2998
B1ARD8,46659.39844,22334.20313,22723.31445,18768.46484,28965.67773,35553.98047,23889.48828,21235.25977,24337.98242,24445.07422,45303.91406,26334.50391,29817.75391,41903.22266,35388.88281,47375.53516,44954.78906,28607.06445,42221.05469,47047.59766,41342.57031,44976.54688,19483.51953,25562.42383,40483.51953,23501.35547,60399.05469,54445.30859,34189.89063,44054.24219,41811.02734,17050.7168,28358.36523,24298.37305,46042.26563,38470.28125,51241.06641,21942.73047,16411.58594,40204.64063,17788.80469,48601.37109,49081.13281,22263.53711,28269.27539,17160.72656,28651.63281,87737.625,16835.36523,20441.33008
B1AVD1,37886.57813,24557.03906,26870.82031,29767.67188,34622.99609,26079.92969,78019.79688,19065.25781,17441.80078,72509.27344,33796.41016,24609.57617,19857.03906,28918.28711,38555.00781,31567.27734,22575.49609,25723.7793,22276.58008,22756.79102,26404.4375,21057.85742,21094.15039,29171.35742,28759.88867,39947.9375,32294.7168,42379.20703,32666.24414,25128.16602,27875.54102,19333.39844,22805.89844,26501.17188,23447.97461,31067.84961,26178.26172,30640.03906,14260.11426,28892.24414,21708.73047,27284.88086,20716.35938,19845.55664,25130.60742,13885.27051,27539.14258,24866.09766,13533.52344,23506.76172
B1AVH7,25550.80078,25359.56445,26775.05469,19013.83203,28393.36719,20486.32227,35702.35547,24809.1582,34358.61328,19459.29492,37949.31641,32042.92188,27549.68555,29057.03906,36008.24609,35441.39453,23629.33984,19753.0625,30510.56445,25029.93945,25741.23242,28547.21875,24383.61914,28560.60156,30747.61523,28670.90039,23136.58984,22173.72461,32487.85156,25657.76758,97329.72656,18899.08789,124338.0391,115413.1563,81737.49219,20781.96289,42040.33594,32357.58398,16570.56836,30560.42188,32681.79492,37328.21094,103044.7969,17110.35352,9847.267578,18514.17969,11983.44141,17314.58789,14055.38477,25627.46094
B1AVZ0,30387.16211,42067.05078,30647.79688,41191.66406,24473.32031,16249.27441,19915.48242,26276.82422,25053.28125,46892.28906,32533.8418,40505.46875,22359.71484,26305.46484,25346.81055,27384.91211,20557.85547,25910.6875,29493.16602,32470.0957,30189.66797,21215.58789,58558.08203,23954.32227,24725.08789,26520.37891,62780.01953,24362.73828,26726.70898,24624.9375,37797.57422,27710.13672,24068.66797,24350.69531,18560.73242,23315.74609,25769.1875,21248.82422,22874.88281,32490.87891,18953.23438,19598.35352,20041.28711,24910.58398,25650.61133,23136.41992,20202.7793,34552.07422,27252.57813,25246.22852
B1AXH1,30083.72656,32258.97852,26220.22461,23170.07617,35386.125,23911.51367,33702.93359,20021.86133,56926.69531,25214.30664,23495.20313,34776.19922,26228.09375,25762.39063,21029.93945,38735.94922,27209.17969,41634.48828,24888.90625,15323.43262,30689.5,24615.43359,16705.9707,27564.33203,18253.11719,35525.36719,30390.87891,29433.74219,24429.69531,30742.26953,36512.87109,53517.19922,50534.62891,36048.01953,44809.73828,23185.91992,23588.94922,36551.91797,25814.33398,45584.51953,52858.50391,49499.91797,27975.31641,46245.87109,31272.74219,13958.10059,15433.76172,23564.2168,19846.60547,19247.00781
B1AXP6,128020.2891,91277.03906,22696.63867,65116.30469,27837.29492,75444.03906,81317.77344,81393.39063,27241.82617,31842.83398,62701.46875,37790.40625,40428.98828,67836.05469,26901.22852,44900.88672,31603.54492,85929.46875,83432.94531,21817.20117,37042.38672,26275.15625,22673.05078,63873.44922,34477.99219,33897.38281,32905.29297,25713.64648,72808.30469,31696.79297,27100.95508,18039.99414,33785.375,20253.44336,27362.24023,111869.0938,85367.94531,79312.09375,82734.02344,92181.36719,84312.92969,83597.67969,102552.5391,69960.4375,110755.9531,99241.21875,82192.94531,97211.28906,88453.32031,22598.69922
B1AY13,38683.51953,71341.29688,101250.8828,61125.49219,24862.77734,80457.35156,74653.0625,85556.40625,78526.13281,23680.2832,88335.98438,75705.3125,91547.39063,31050.76758,65140.02734,108007.2031,99010.04688,82021.32031,83525.64844,67315.11719,39487.45703,81596.375,87229.875,67003.73438,61600.44531,132827.7813,71554.39844,99329.17188,82173.0625,71107.58594,86782.1875,70122.11719,99316.5625,67845.74219,40472.44141,80283.51563,83267.64844,79634.97656,55756.72266,64083.68359,86421.1875,72824.47656,83092.46875,93483.64844,70266.04688,87304.75,68538.39844,97253.96875,84281.83594,64254.41797
B1AZI6,71994.3125,71360.16406,75211.10156,58917.55078,86843.47656,70933.78906,66216.53906,67764.70313,62719.41797,87127.07031,80040.28906,72795.79688,65802.79688,69994.20313,78325.29688,93324.46875,71249.30469,70766.67969,76037.4375,70486,77282.59375,71079.00781,76102.39844,68064.32813,78393.98438,69286.74219,68824.14844,71959.29688,67109.49219,78750.07813,67126.89063,71770.78906,65130.03906,52131.25,30546.12305,71496.8125,68072.69531,78409.00781,60397.30078,75848.27344,57054.07031,60550.84375,65282.49609,57353.85547,73300.10156,72022.78125,66522.50781,70849.34375,65108.42969,72962
B2RQC6,25716.21289,138270.0625,141421.1406,122396.2109,146181.3906,196881.6875,181557.375,210071.2344,212072.8594,157164.2188,162498.4219,150440.8906,161174.875,129544.6094,159935.6719,175575.9531,209079.0313,189197.4844,163325.2813,199992.2813,154696.0313,173438.6719,176191.2344,163309.5156,206790.2031,155997.2969,164835.9375,175467.3594,152814.3281,164870.8125,153696.9219,175546.25,175008.4063,167246.2031,130487.7734,185407.9219,216488.7031,217610.9844,156861.5625,166482.6875,146910.8438,170904.5781,186692.875,164627.0781,162835.4219,186558.1563,206768.0625,192042.9219,208318.6094,168255.2969
